,Client ID,visit_count,Sustained_Client,OneAndDone_Client,Group03,Group04,Client Age,Client Gender Identity-Labels,Client Marital Status,Client Disability,Client Self-Identifies As,Client Is Student,Highest Education Level,Income,rel_Common-Law Partner,rel_boyfriend_girlfriend,rel_child,rel_friend,rel_grandchild,rel_grandparent,rel_other,rel_other_relative,rel_parent,rel_roommate,rel_sibling,rel_spouse,rel_undisclosed,rel_ward,minor,agecat_10 to 17,agecat_Adult,agecat_Under 10,household_total,ethnic_Asian,ethnic_Black,ethnic_Hispanic,ethnic_MidEast_NoAfrican,ethnic_White,ethnic_other,No_Visits,reason_Benefits Issue,reason_Debt,reason_Family Breakup,reason_Immigration,reason_Medical,reason_Natural Disaster,reason_Ongoing Need,reason_Relocation,reason_Undisclosed,reason_Unemployed,reason_Unhoused,reason_Wages Issue,employment_clean,Female,Male,Transgender,common_law,did_not_ask,divorced,married,separated,single,widowed,Disability,Student,Educ_HS_degree,Educ_associate_degree,Educ_bachelors_degree,Educ_masters_degree,Educ_no_degree,Educ_phd,Educ_post_secondary,Employ_disability,Employ_full_time,Employ_none,Employ_other,Employ_part_time,Employ_retired
809,6688330,1,0,1,2,0,42,Female,single,no,none,No,no_degree,800.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,none,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
810,6688333,1,0,1,2,0,40,Female,married,no,none,No,NA,1377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,6688383,10,1,0,1,1,34,Male,NA,no,none,No,NA,1300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,full_time,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
812,6688403,4,0,0,2,2,53,Female,single,no,Didn't Ask,No,HS_degree,600.0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,other,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
813,6688441,15,1,0,0,3,61,Female,married,yes,NA,No,HS_degree,1700.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,disability,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
814,6688464,1,0,1,0,3,77,Male,married,no,none,No,HS_degree,1200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,none,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
815,6688487,11,1,0,2,2,51,Female,0,no,none,No,0,1377.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,6688503,12,1,0,0,3,71,Male,married,no,none,No,no_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,12,0.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,none,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
817,6688513,13,1,0,2,2,53,Male,married,no,none,Yes,bachelors_degree,2500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,none,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
818,6688522,2,0,0,1,1,19,Female,married,no,none,No,HS_degree,400.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,none,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
819,6688546,12,1,0,0,3,84,Female,divorced,NA,NA,No,NA,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,6688572,3,0,0,2,0,41,Female,married,no,none,No,HS_degree,1377.0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,4,1,0,6,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
821,6688582,16,1,0,0,2,58,Male,married,no,none,No,NA,2000.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,1,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,part_time,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
822,6688756,2,0,0,0,3,71,Female,married,no,Didn't Ask,No,HS_degree,900.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,retired,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
823,6688859,2,0,0,1,0,36,Female,married,no,none,No,bachelors_degree,1500.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,4,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,part_time,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
824,6688929,7,0,0,1,1,20,Female,single,no,Didn't Ask,No,bachelors_degree,1000.0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,1,4,0,0,1,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,full_time,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
825,6688938,5,0,0,2,0,42,Female,single,no,Didn't Ask,No,HS_degree,1377.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,4,0,0,1,0,0,0,5,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
826,6688971,9,1,0,1,1,32,Female,married,no,none,No,HS_degree,1377.0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,1,1,3,6,0,0,1,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,none,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
827,6689014,8,1,0,0,3,71,Female,single,no,none,No,HS_degree,1506.0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,2,4,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,retired,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
828,6689044,12,1,0,1,1,19,Female,single,no,none,Yes,HS_degree,1377.0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1,1,2,5,0,0,1,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,none,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
829,6689091,10,1,0,0,3,63,Female,widowed,no,none,No,bachelors_degree,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,part_time,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
830,6689109,9,1,0,1,1,25,Female,married,no,none,No,post_secondary,1377.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,1,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,full_time,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
831,6689114,4,0,0,1,1,29,Male,married,NA,none,No,0,2000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,6689120,1,0,1,1,1,34,Female,married,no,none,No,no_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,none,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
833,6689141,16,1,0,2,2,50,Male,married,NA,none,No,NA,1000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,part_time,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
834,6689179,2,0,0,1,1,30,Female,separated,no,none,No,HS_degree,1377.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,NA,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
835,6689188,1,0,1,1,1,12,Male,single,NA,none,No,0,1377.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,6689205,15,1,0,0,3,78,Female,single,no,Didn't Ask,No,HS_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,retired,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
837,6689220,1,0,1,1,0,35,Female,single,NA,NA,No,HS_degree,1200.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,part_time,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
838,6689270,2,0,0,0,2,56,Female,single,no,none,No,HS_degree,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,part_time,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
839,6689304,9,1,0,0,3,65,Male,married,no,none,No,NA,1377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,none,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
840,6689320,15,1,0,0,2,60,Female,single,no,none,No,bachelors_degree,2334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,full_time,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
841,6689334,5,0,0,1,0,34,Male,married,no,none,No,associate_degree,1377.0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,1,4,6,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,none,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
842,6689388,2,0,0,1,1,21,Male,single,no,none,Yes,HS_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,none,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
843,6689405,7,0,0,0,2,55,Male,married,no,none,No,bachelors_degree,2800.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,1,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,full_time,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
844,6689436,1,0,1,0,3,67,Male,common_law,no,none,No,no_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
845,6690919,1,0,1,2,2,49,Male,married,no,none,No,NA,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,full_time,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
846,6691060,6,0,0,2,2,49,Female,married,no,none,No,HS_degree,1377.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,4,0,0,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,none,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
847,6691305,1,0,1,1,1,30,Female,NA,no,Unhoused,No,HS_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,none,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
848,6691362,10,1,0,2,2,54,Female,married,no,none,No,HS_degree,800.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,10,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,disability,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
849,6691436,1,0,1,1,0,36,Female,married,no,none,No,no_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,none,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
850,6691625,2,0,0,2,2,51,Male,married,no,none,No,bachelors_degree,3000.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,4,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,full_time,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
851,6691717,1,0,1,2,2,48,Female,married,no,none,No,0,1377.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,4,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,6691873,11,1,0,2,0,41,Female,single,no,none,No,associate_degree,2000.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,full_time,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
853,6692392,1,0,1,2,0,38,Female,married,no,none,No,HS_degree,2000.0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,1,2,1,5,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,full_time,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
854,6692568,8,1,0,2,0,40,Female,married,no,none,No,no_degree,1400.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,other,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
855,6692747,1,0,1,2,0,38,Female,NA,no,none,No,NA,1600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,6692777,1,0,1,1,1,21,Female,single,no,none,No,no_degree,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,other,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
857,6692890,8,1,0,1,1,28,Female,married,no,none,No,no_degree,1377.0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,3,1,3,2,7,0,0,1,0,0,0,8,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,none,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
858,6693575,1,0,1,2,0,38,Male,married,NA,NA,No,NA,1377.0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,5,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,6695798,1,0,1,2,0,47,Female,single,no,none,No,HS_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,none,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
860,6695829,2,0,0,2,2,51,Female,divorced,no,none,No,bachelors_degree,2800.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,part_time,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
861,6695851,5,0,0,0,2,57,Female,divorced,no,none,No,HS_degree,892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,disability,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
862,6695958,3,0,0,1,1,33,Female,single,no,none,No,no_degree,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,part_time,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
863,6695967,1,0,1,2,0,37,Female,single,no,none,No,no_degree,700.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,part_time,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
864,6695973,2,0,0,1,1,16,Female,married,no,none,No,0,1377.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,4,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,6696495,1,0,1,2,2,48,Female,married,no,none,No,bachelors_degree,1200.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,other,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
866,6696506,1,0,1,1,1,30,Female,single,no,none,No,NA,800.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,6696515,1,0,1,0,2,58,Male,married,no,none,No,HS_degree,2000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,full_time,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
868,6696524,11,1,0,0,3,74,Female,married,no,none,No,associate_degree,640.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
869,6696526,1,0,1,0,2,56,Female,married,no,none,No,bachelors_degree,1500.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,4,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,full_time,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
870,6696531,12,1,0,2,0,45,Female,married,no,none,No,HS_degree,2000.0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,6,0,0,1,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,full_time,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
871,6696544,2,0,0,2,0,45,Female,divorced,no,none,No,bachelors_degree,1377.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,none,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
872,6696550,8,1,0,2,0,42,Female,married,no,none,No,bachelors_degree,1377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,none,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
873,6696551,13,1,0,0,3,63,Female,divorced,no,none,No,HS_degree,695.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,retired,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
874,6696552,1,0,1,0,2,62,Male,0,NA,NA,No,0,1377.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,6696850,1,0,1,1,1,23,Female,single,no,none,No,HS_degree,870.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,full_time,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
876,6696879,16,1,0,2,0,47,Male,married,no,none,No,bachelors_degree,1377.0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,5,0,0,0,1,0,0,17,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,1.0,none,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
877,6696885,2,0,0,2,2,49,Female,divorced,no,none,No,HS_degree,2000.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,4,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,full_time,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
